#curie_map:
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  ORCID: "https://orcid.org/"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/fbbt/fbbt-mappings.sssom.tsv"
#mapping_set_description: "Mappings between the Drosophila Anatomy Ontology and foreign ontologies."
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "https://creativecommons.org/licenses/by/4.0/"
#subject_source: "obo:fbbt.owl"
#object_source: "obo:cl-edit.owl"
#mapping_date: "2024-07-12"
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification
FBbt:00004230	pigment cell	semapv:crossSpeciesExactMatch	CL:0001658	visual pigment cell (sensu Nematoda and Protostomia)	semapv:ManualMappingCuration
FBbt:00004861	germline stem cell	semapv:crossSpeciesExactMatch	CL:0000014	germ line stem cell	semapv:ManualMappingCuration
FBbt:00004873	female germline stem cell	semapv:crossSpeciesExactMatch	CL:0000022	female germ line stem cell	semapv:ManualMappingCuration
FBbt:00004878	nurse cell	semapv:crossSpeciesExactMatch	CL:0000026	invertebrate nurse cell	semapv:ManualMappingCuration
FBbt:00004886	oocyte	semapv:crossSpeciesExactMatch	CL:0000023	oocyte	semapv:ManualMappingCuration
FBbt:00004903	follicle stem cell	semapv:crossSpeciesExactMatch	CL:0000441	follicle stem cell (sensu Arthropoda)	semapv:ManualMappingCuration
FBbt:00004904	follicle cell	semapv:crossSpeciesExactMatch	CL:0000477	follicle cell of egg chamber	semapv:ManualMappingCuration
FBbt:00004905	border follicle cell	semapv:crossSpeciesExactMatch	CL:0000579	border follicle cell	semapv:ManualMappingCuration
FBbt:00004906	centripetal follicle cell	semapv:crossSpeciesExactMatch	CL:0000671	centripetally migrating follicle cell	semapv:ManualMappingCuration
FBbt:00004910	stalk follicle cell	semapv:crossSpeciesExactMatch	CL:0000674	interfollicle cell	semapv:ManualMappingCuration
FBbt:00004929	male germline stem cell	semapv:crossSpeciesExactMatch	CL:0000016	male germ line stem cell	semapv:ManualMappingCuration
FBbt:00004934	primary gonial cell	semapv:crossSpeciesExactMatch	CL:0000020	spermatogonium	semapv:ManualMappingCuration
FBbt:00004935	spermatogonium	semapv:crossSpeciesExactMatch	CL:0000020	spermatogonium	semapv:ManualMappingCuration
FBbt:00004936	spermatocyte	semapv:crossSpeciesExactMatch	CL:0000017	spermatocyte	semapv:ManualMappingCuration
FBbt:00004941	secondary spermatocyte	semapv:crossSpeciesExactMatch	CL:0000657	secondary spermatocyte	semapv:ManualMappingCuration
FBbt:00004942	spermatid	semapv:crossSpeciesExactMatch	CL:0000018	spermatid	semapv:ManualMappingCuration
FBbt:00004954	spermatozoon	semapv:crossSpeciesExactMatch	CL:0000019	sperm	semapv:ManualMappingCuration
FBbt:00004994	epidermoblast	semapv:crossSpeciesExactMatch	CL:0000464	epidermoblast	semapv:ManualMappingCuration
FBbt:00004995	oenocyte	semapv:crossSpeciesExactMatch	CL:0000487	oenocyte	semapv:ManualMappingCuration
FBbt:00005038	tracheocyte	semapv:crossSpeciesExactMatch	CL:0008026	open tracheal system tracheocyte	semapv:ManualMappingCuration
FBbt:00005058	pericardial cell	semapv:crossSpeciesExactMatch	CL:0000474	pericardial nephrocyte	semapv:ManualMappingCuration
FBbt:00005059	garland cell	semapv:crossSpeciesExactMatch	CL:0000486	garland cell	semapv:ManualMappingCuration
FBbt:00005062	prohemocyte	semapv:crossSpeciesExactMatch	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	semapv:ManualMappingCuration
FBbt:00005063	hemocyte	semapv:crossSpeciesExactMatch	CL:0000387	hemocyte (sensu Arthropoda)	semapv:ManualMappingCuration
FBbt:00005070	visceral muscle cell	semapv:crossSpeciesExactMatch	CL:0008007	visceral muscle cell	semapv:ManualMappingCuration
FBbt:00005073	somatic muscle cell	semapv:crossSpeciesExactMatch	CL:0008004	somatic muscle cell	semapv:ManualMappingCuration
FBbt:00005074	muscle cell	semapv:crossSpeciesExactMatch	CL:0000187	muscle cell	semapv:ManualMappingCuration
FBbt:00005083	myoblast	semapv:crossSpeciesExactMatch	CL:0000056	myoblast	semapv:ManualMappingCuration
FBbt:00005106	neuron	semapv:crossSpeciesExactMatch	CL:0000540	neuron	semapv:ManualMappingCuration
FBbt:00005123	motor neuron	semapv:crossSpeciesExactMatch	CL:0000100	motor neuron	semapv:ManualMappingCuration
FBbt:00005124	sensory neuron	semapv:crossSpeciesExactMatch	CL:0000101	sensory neuron	semapv:ManualMappingCuration
FBbt:00005125	interneuron	semapv:crossSpeciesExactMatch	CL:0000099	interneuron	semapv:ManualMappingCuration
FBbt:00005128	pioneer neuron	semapv:crossSpeciesExactMatch	CL:0000116	pioneer neuron	semapv:ManualMappingCuration
FBbt:00005130	neurosecretory neuron	semapv:crossSpeciesExactMatch	CL:0000165	neuroendocrine cell	semapv:ManualMappingCuration
FBbt:00005131	dopaminergic neuron	semapv:crossSpeciesExactMatch	CL:0000700	dopaminergic neuron	semapv:ManualMappingCuration
FBbt:00005133	serotonergic neuron	semapv:crossSpeciesExactMatch	CL:0000850	serotonergic neuron	semapv:ManualMappingCuration
FBbt:00005144	glial cell	semapv:crossSpeciesExactMatch	CL:0000125	glial cell	semapv:ManualMappingCuration
FBbt:00005145	glioblast	semapv:crossSpeciesExactMatch	CL:0000340	glioblast (sensu Nematoda and Protostomia)	semapv:ManualMappingCuration
FBbt:00005146	neuroblast	semapv:crossSpeciesExactMatch	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	semapv:ManualMappingCuration
FBbt:00005147	neuroglioblast	semapv:crossSpeciesExactMatch	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	semapv:ManualMappingCuration
FBbt:00005149	ganglion mother cell	semapv:crossSpeciesExactMatch	CL:0000469	ganglion mother cell	semapv:ManualMappingCuration
FBbt:00005169	trichogen cell	semapv:crossSpeciesExactMatch	CL:0000374	trichogen cell	semapv:ManualMappingCuration
FBbt:00005171	tormogen cell	semapv:crossSpeciesExactMatch	CL:0000372	tormogen cell	semapv:ManualMappingCuration
FBbt:00005173	thecogen cell	semapv:crossSpeciesExactMatch	CL:0000380	thecogen cell	semapv:ManualMappingCuration
FBbt:00005219	scolopale cell	semapv:crossSpeciesExactMatch	CL:0000382	scolopale cell	semapv:ManualMappingCuration
FBbt:00005221	scolopidial ligament cell	semapv:crossSpeciesExactMatch	CL:0000407	scolopidial ligament cell	semapv:ManualMappingCuration
FBbt:00005412	gamete	semapv:crossSpeciesExactMatch	CL:0000300	gamete	semapv:ManualMappingCuration
FBbt:00005797	Malpighian tubule Type II cell	semapv:crossSpeciesExactMatch	CL:1000155	Malpighian tubule stellate cell	semapv:ManualMappingCuration
FBbt:00005812	myotube	semapv:crossSpeciesExactMatch	CL:0002372	myotube	semapv:ManualMappingCuration
FBbt:00005917	lymph gland derived hemocyte	semapv:crossSpeciesExactMatch	CL:0000735	lymph gland hemocyte	semapv:ManualMappingCuration
FBbt:00006009	eye photoreceptor cell	semapv:crossSpeciesExactMatch	CL:2000019	compound eye photoreceptor cell	semapv:ManualMappingCuration
FBbt:00007002	cell	semapv:crossSpeciesExactMatch	CL:0000000	cell	semapv:ManualMappingCuration
FBbt:00007108	imaginal disc epithelial cell	semapv:crossSpeciesExactMatch	CL:0000429	imaginal disc cell	semapv:ManualMappingCuration
FBbt:00007173	cholinergic neuron	semapv:crossSpeciesExactMatch	CL:0000108	cholinergic neuron	semapv:ManualMappingCuration
FBbt:00007228	GABAergic neuron	semapv:crossSpeciesExactMatch	CL:0000617	GABAergic neuron	semapv:ManualMappingCuration
FBbt:00007325	epidermal cell	semapv:crossSpeciesExactMatch	CL:0000463	epidermal cell (sensu Arthropoda)	semapv:ManualMappingCuration
FBbt:00007367	histaminergic neuron	semapv:crossSpeciesExactMatch	CL:0011110	histaminergic neuron	semapv:ManualMappingCuration
FBbt:00048032	glycinergic neuron	semapv:crossSpeciesExactMatch	CL:1001509	glycinergic neuron	semapv:ManualMappingCuration
FBbt:00057012	female germline cell	semapv:crossSpeciesExactMatch	CL:0000025	egg cell	semapv:ManualMappingCuration
FBbt:00058020	juvenile hormone secreting cell	semapv:crossSpeciesExactMatch	CL:0000482	juvenile hormone secreting cell	semapv:ManualMappingCuration
FBbt:00100291	glutamatergic neuron	semapv:crossSpeciesExactMatch	CL:0000679	glutamatergic neuron	semapv:ManualMappingCuration
